Mapping of Comorbidities Included in the PDPM NTA Component to ICD-10-CM Codes,,,,
Overview,,,,
"The following mappings of CCs and RxCCs to ICD-10-CM codes are based on the FY 2026 Initial Risk Adjustment model software (using HCC model v22 for CCs) and the FY 2024 Midyear Risk Adjustment model software (using RxHCC v05 for RxCCs) found at https://www.cms.gov/medicare/payment/medicare-advantage-rates-statistics/risk-adjustment. New codes with values of ""N/A"" in the RxCC/CC column (column D) have been added from the latest FY 2026 ICD-10-CM addenda found at https://www.cms.gov/medicare/coding-billing/icd-10-codes and were assigned to NTA comorbidities that share the same code family (i.e. the first 3 digits) to ensure the established NTA comorbidities are up to date. The FY 2026 ICD-10-CM addenda is also used to add new codes if they belong to the Endocarditis comorbidity and to confirm if any existing codes become unbillable and need to be removed from the existing NTA mappings.",,,,
No data,,,,
Sort Order,Comorbidity Description,RxCC/CC,ICD-10-CM Code,ICD-10-CM Code Description
This is a filter cell,This is a filter cell,This is a filter cell,This is a filter cell,This is a filter cell
739,Proliferative Diabetic Retinopathy and Vitreous Hemorrhage ,CC122 ,E13.3523 ,"Other specified diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, bilateral "
740,Proliferative Diabetic Retinopathy and Vitreous Hemorrhage ,CC122 ,E13.3529 ,"Other specified diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, unspecified eye "
741,Proliferative Diabetic Retinopathy and Vitreous Hemorrhage ,CC122 ,E13.3531 ,"Other specified diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, right eye "
742,Proliferative Diabetic Retinopathy and Vitreous Hemorrhage ,CC122 ,E13.3532 ,"Other specified diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, left eye "
743,Proliferative Diabetic Retinopathy and Vitreous Hemorrhage ,CC122 ,E13.3533 ,"Other specified diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, bilateral "
744,Proliferative Diabetic Retinopathy and Vitreous Hemorrhage ,CC122 ,E13.3539 ,"Other specified diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, unspecified eye "
745,Proliferative Diabetic Retinopathy and Vitreous Hemorrhage ,CC122 ,E13.3541 ,"Other specified diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, right eye "
746,Proliferative Diabetic Retinopathy and Vitreous Hemorrhage ,CC122 ,E13.3542 ,"Other specified diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, left eye "
747,Proliferative Diabetic Retinopathy and Vitreous Hemorrhage ,CC122 ,E13.3543 ,"Other specified diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, bilateral "
748,Proliferative Diabetic Retinopathy and Vitreous Hemorrhage ,CC122 ,E13.3549 ,"Other specified diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, unspecified eye "
749,Proliferative Diabetic Retinopathy and Vitreous Hemorrhage ,CC122 ,E13.3551 ,"Other specified diabetes mellitus with stable proliferative diabetic retinopathy, right eye "
750,Proliferative Diabetic Retinopathy and Vitreous Hemorrhage ,CC122 ,E13.3552 ,"Other specified diabetes mellitus with stable proliferative diabetic retinopathy, left eye "
751,Proliferative Diabetic Retinopathy and Vitreous Hemorrhage ,CC122 ,E13.3553 ,"Other specified diabetes mellitus with stable proliferative diabetic retinopathy, bilateral "
752,Proliferative Diabetic Retinopathy and Vitreous Hemorrhage ,CC122 ,E13.3559 ,"Other specified diabetes mellitus with stable proliferative diabetic retinopathy, unspecified eye "
753,Proliferative Diabetic Retinopathy and Vitreous Hemorrhage ,CC122 ,E13.3591 ,"Other specified diabetes mellitus with proliferative diabetic retinopathy without macular edema, right eye "
754,Proliferative Diabetic Retinopathy and Vitreous Hemorrhage ,CC122 ,E13.3592 ,"Other specified diabetes mellitus with proliferative diabetic retinopathy without macular edema, left eye "
755,Proliferative Diabetic Retinopathy and Vitreous Hemorrhage ,CC122 ,E13.3593 ,"Other specified diabetes mellitus with proliferative diabetic retinopathy without macular edema, bilateral "
756,Proliferative Diabetic Retinopathy and Vitreous Hemorrhage ,CC122 ,E13.3599 ,"Other specified diabetes mellitus with proliferative diabetic retinopathy without macular edema, unspecified eye "
757,Proliferative Diabetic Retinopathy and Vitreous Hemorrhage ,CC122 ,H36.821 ,"Proliferative sickle-cell retinopathy, right eye "
758,Proliferative Diabetic Retinopathy and Vitreous Hemorrhage ,CC122 ,H36.822 ,"Proliferative sickle-cell retinopathy, left eye "
759,Proliferative Diabetic Retinopathy and Vitreous Hemorrhage ,CC122 ,H36.823 ,"Proliferative sickle-cell retinopathy, bilateral "
760,Proliferative Diabetic Retinopathy and Vitreous Hemorrhage ,CC122 ,H36.829 ,"Proliferative sickle-cell retinopathy, unspecified eye "
761,Proliferative Diabetic Retinopathy and Vitreous Hemorrhage ,CC122 ,H43.10 ,"Vitreous hemorrhage, unspecified eye "
762,Proliferative Diabetic Retinopathy and Vitreous Hemorrhage ,CC122 ,H43.11 ,"Vitreous hemorrhage, right eye "
763,Proliferative Diabetic Retinopathy and Vitreous Hemorrhage ,CC122 ,H43.12 ,"Vitreous hemorrhage, left eye "
764,Proliferative Diabetic Retinopathy and Vitreous Hemorrhage ,CC122 ,H43.13 ,"Vitreous hemorrhage, bilateral "
765,Complications of Specified Implanted Device or Graft ,CC176 ,M96.621 ,"Fracture of humerus following insertion of orthopedic implant, joint prosthesis, or bone plate, right arm "
766,Complications of Specified Implanted Device or Graft ,CC176 ,M96.622 ,"Fracture of humerus following insertion of orthopedic implant, joint prosthesis, or bone plate, left arm "
767,Complications of Specified Implanted Device or Graft ,CC176 ,M96.629 ,"Fracture of humerus following insertion of orthopedic implant, joint prosthesis, or bone plate, unspecified arm "
768,Complications of Specified Implanted Device or Graft ,CC176 ,M96.631 ,"Fracture of radius or ulna following insertion of orthopedic implant, joint prosthesis, or bone plate, right arm "
769,Complications of Specified Implanted Device or Graft ,CC176 ,M96.632 ,"Fracture of radius or ulna following insertion of orthopedic implant, joint prosthesis, or bone plate, left arm "
770,Complications of Specified Implanted Device or Graft ,CC176 ,M96.639 ,"Fracture of radius or ulna following insertion of orthopedic implant, joint prosthesis, or bone plate, unspecified arm "
771,Complications of Specified Implanted Device or Graft ,CC176 ,M96.65 ,"Fracture of pelvis following insertion of orthopedic implant, joint prosthesis, or bone plate "
772,Complications of Specified Implanted Device or Graft ,CC176 ,M96.661 ,"Fracture of femur following insertion of orthopedic implant, joint prosthesis, or bone plate, right leg "
773,Complications of Specified Implanted Device or Graft ,CC176 ,M96.662 ,"Fracture of femur following insertion of orthopedic implant, joint prosthesis, or bone plate, left leg "
774,Complications of Specified Implanted Device or Graft ,CC176 ,M96.669 ,"Fracture of femur following insertion of orthopedic implant, joint prosthesis, or bone plate, unspecified leg "
775,Complications of Specified Implanted Device or Graft ,CC176 ,M96.671 ,"Fracture of tibia or fibula following insertion of orthopedic implant, joint prosthesis, or bone plate, right leg "
776,Complications of Specified Implanted Device or Graft ,CC176 ,M96.672 ,"Fracture of tibia or fibula following insertion of orthopedic implant, joint prosthesis, or bone plate, left leg "
777,Complications of Specified Implanted Device or Graft ,CC176 ,M96.679 ,"Fracture of tibia or fibula following insertion of orthopedic implant, joint prosthesis, or bone plate, unspecified leg "
778,Complications of Specified Implanted Device or Graft ,CC176 ,M96.69 ,"Fracture of other bone following insertion of orthopedic implant, joint prosthesis, or bone plate "
779,Complications of Specified Implanted Device or Graft ,CC176 ,N99.510 ,Cystostomy hemorrhage 
780,Complications of Specified Implanted Device or Graft ,CC176 ,N99.511 ,Cystostomy infection 
781,Complications of Specified Implanted Device or Graft ,CC176 ,N99.512 ,Cystostomy malfunction 
782,Complications of Specified Implanted Device or Graft ,CC176 ,N99.518 ,Other cystostomy complication 
783,Complications of Specified Implanted Device or Graft ,CC176 ,N99.520 ,Hemorrhage of incontinent external stoma of urinary tract 
784,Complications of Specified Implanted Device or Graft ,CC176 ,N99.521 ,Infection of incontinent external stoma of urinary tract 
785,Complications of Specified Implanted Device or Graft ,CC176 ,N99.522 ,Malfunction of incontinent external stoma of urinary tract 
786,Complications of Specified Implanted Device or Graft ,CC176 ,N99.523 ,Herniation of incontinent stoma of urinary tract 
787,Complications of Specified Implanted Device or Graft ,CC176 ,N99.524 ,Stenosis of incontinent stoma of urinary tract 
788,Complications of Specified Implanted Device or Graft ,CC176 ,N99.528 ,Other complication of incontinent external stoma of urinary tract 
789,Complications of Specified Implanted Device or Graft ,CC176 ,N99.530 ,Hemorrhage of continent stoma of urinary tract 
790,Complications of Specified Implanted Device or Graft ,CC176 ,N99.531 ,Infection of continent stoma of urinary tract 
791,Complications of Specified Implanted Device or Graft ,CC176 ,N99.532 ,Malfunction of continent stoma of urinary tract 
792,Complications of Specified Implanted Device or Graft ,CC176 ,N99.533 ,Herniation of continent stoma of urinary tract 
793,Complications of Specified Implanted Device or Graft ,CC176 ,N99.534 ,Stenosis of continent stoma of urinary tract 
794,Complications of Specified Implanted Device or Graft ,CC176 ,N99.538 ,Other complication of continent stoma of urinary tract 
795,Complications of Specified Implanted Device or Graft ,CC176 ,T82.310A ,"Breakdown (mechanical) of aortic (bifurcation) graft (replacement), initial encounter "
796,Complications of Specified Implanted Device or Graft ,CC176 ,T82.311A ,"Breakdown (mechanical) of carotid arterial graft (bypass), initial encounter "
797,Complications of Specified Implanted Device or Graft ,CC176 ,T82.312A ,"Breakdown (mechanical) of femoral arterial graft (bypass), initial encounter "
798,Complications of Specified Implanted Device or Graft ,CC176 ,T82.318A ,"Breakdown (mechanical) of other vascular grafts, initial encounter "
799,Complications of Specified Implanted Device or Graft ,CC176 ,T82.319A ,"Breakdown (mechanical) of unspecified vascular grafts, initial encounter "
800,Complications of Specified Implanted Device or Graft ,CC176 ,T82.320A ,"Displacement of aortic (bifurcation) graft (replacement), initial encounter "
801,Complications of Specified Implanted Device or Graft ,CC176 ,T82.321A ,"Displacement of carotid arterial graft (bypass), initial encounter "
802,Complications of Specified Implanted Device or Graft ,CC176 ,T82.322A ,"Displacement of femoral arterial graft (bypass), initial encounter "
803,Complications of Specified Implanted Device or Graft ,CC176 ,T82.328A ,"Displacement of other vascular grafts, initial encounter "
804,Complications of Specified Implanted Device or Graft ,CC176 ,T82.329A ,"Displacement of unspecified vascular grafts, initial encounter "
805,Complications of Specified Implanted Device or Graft ,CC176 ,T82.330A ,"Leakage of aortic (bifurcation) graft (replacement), initial encounter "
806,Complications of Specified Implanted Device or Graft ,CC176 ,T82.331A ,"Leakage of carotid arterial graft (bypass), initial encounter "
807,Complications of Specified Implanted Device or Graft ,CC176 ,T82.332A ,"Leakage of femoral arterial graft (bypass), initial encounter "
808,Complications of Specified Implanted Device or Graft ,CC176 ,T82.338A ,"Leakage of other vascular grafts, initial encounter "
809,Complications of Specified Implanted Device or Graft ,CC176 ,T82.339A ,"Leakage of unspecified vascular graft, initial encounter "
810,Complications of Specified Implanted Device or Graft ,CC176 ,T82.390A ,"Other mechanical complication of aortic (bifurcation) graft (replacement), initial encounter "
811,Complications of Specified Implanted Device or Graft ,CC176 ,T82.391A ,"Other mechanical complication of carotid arterial graft (bypass), initial encounter "
812,Complications of Specified Implanted Device or Graft ,CC176 ,T82.392A ,"Other mechanical complication of femoral arterial graft (bypass), initial encounter "
813,Complications of Specified Implanted Device or Graft ,CC176 ,T82.398A ,"Other mechanical complication of other vascular grafts, initial encounter "
814,Complications of Specified Implanted Device or Graft ,CC176 ,T82.399A ,"Other mechanical complication of unspecified vascular grafts, initial encounter "
815,Complications of Specified Implanted Device or Graft ,CC176 ,T82.510A ,"Breakdown (mechanical) of surgically created arteriovenous fistula, initial encounter "
816,Complications of Specified Implanted Device or Graft ,CC176 ,T82.511A ,"Breakdown (mechanical) of surgically created arteriovenous shunt, initial encounter "
817,Complications of Specified Implanted Device or Graft ,CC176 ,T82.513A ,"Breakdown (mechanical) of balloon (counterpulsation) device, initial encounter "
818,Complications of Specified Implanted Device or Graft ,CC176 ,T82.514A ,"Breakdown (mechanical) of infusion catheter, initial encounter "
819,Complications of Specified Implanted Device or Graft ,CC176 ,T82.515A ,"Breakdown (mechanical) of umbrella device, initial encounter "
820,Complications of Specified Implanted Device or Graft ,CC176 ,T82.518A ,"Breakdown (mechanical) of other cardiac and vascular devices and implants, initial encounter "
821,Complications of Specified Implanted Device or Graft ,CC176 ,T82.520A ,"Displacement of surgically created arteriovenous fistula, initial encounter "
822,Complications of Specified Implanted Device or Graft ,CC176 ,T82.521A ,"Displacement of surgically created arteriovenous shunt, initial encounter "
823,Complications of Specified Implanted Device or Graft ,CC176 ,T82.523A ,"Displacement of balloon (counterpulsation) device, initial encounter "
824,Complications of Specified Implanted Device or Graft ,CC176 ,T82.524A ,"Displacement of infusion catheter, initial encounter "
825,Complications of Specified Implanted Device or Graft ,CC176 ,T82.525A ,"Displacement of umbrella device, initial encounter "
826,Complications of Specified Implanted Device or Graft ,CC176 ,T82.528A ,"Displacement of other cardiac and vascular devices and implants, initial encounter "
827,Complications of Specified Implanted Device or Graft ,CC176 ,T82.530A ,"Leakage of surgically created arteriovenous fistula, initial encounter "
828,Complications of Specified Implanted Device or Graft ,CC176 ,T82.531A ,"Leakage of surgically created arteriovenous shunt, initial encounter "
829,Complications of Specified Implanted Device or Graft ,CC176 ,T82.533A ,"Leakage of balloon (counterpulsation) device, initial encounter "
830,Complications of Specified Implanted Device or Graft ,CC176 ,T82.534A ,"Leakage of infusion catheter, initial encounter "
831,Complications of Specified Implanted Device or Graft ,CC176 ,T82.535A ,"Leakage of umbrella device, initial encounter "
832,Complications of Specified Implanted Device or Graft ,CC176 ,T82.538A ,"Leakage of other cardiac and vascular devices and implants, initial encounter "
833,Complications of Specified Implanted Device or Graft ,CC176 ,T82.590A ,"Other mechanical complication of surgically created arteriovenous fistula, initial encounter "
834,Complications of Specified Implanted Device or Graft ,CC176 ,T82.591A ,"Other mechanical complication of surgically created arteriovenous shunt, initial encounter "
835,Complications of Specified Implanted Device or Graft ,CC176 ,T82.593A ,"Other mechanical complication of balloon (counterpulsation) device, initial encounter "
836,Complications of Specified Implanted Device or Graft ,CC176 ,T82.594A ,"Other mechanical complication of infusion catheter, initial encounter "
837,Complications of Specified Implanted Device or Graft ,CC176 ,T82.595A ,"Other mechanical complication of umbrella device, initial encounter "
838,Complications of Specified Implanted Device or Graft ,CC176 ,T82.598A ,"Other mechanical complication of other cardiac and vascular devices and implants, initial encounter "
839,Complications of Specified Implanted Device or Graft ,CC176 ,T82.6XXA ,"Infection and inflammatory reaction due to cardiac valve prosthesis, initial encounter "
840,Complications of Specified Implanted Device or Graft ,CC176 ,T82.7XXA ,"Infection and inflammatory reaction due to other cardiac and vascular devices, implants and grafts, initial encounter "
841,Complications of Specified Implanted Device or Graft ,CC176 ,T82.818A ,"Embolism due to vascular prosthetic devices, implants and grafts, initial encounter "
842,Complications of Specified Implanted Device or Graft ,CC176 ,T82.828A ,"Fibrosis due to vascular prosthetic devices, implants and grafts, initial encounter "
843,Complications of Specified Implanted Device or Graft ,CC176 ,T82.838A ,"Hemorrhage due to vascular prosthetic devices, implants and grafts, initial encounter "
